instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,liability_category,is_monetary,priority_level,data_source,version
OTHER_LIAB_00000180,other_liability,60401,3763669.019384809,RUB,2024-12-27,2025-02-02,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000181,other_liability,60401,85948.02933948924,RUB,2024-12-20,2025-03-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000182,other_liability,60401,428949.58383986464,RUB,2024-12-28,2025-02-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000183,other_liability,60401,367132.7986110364,RUB,2024-12-31,2025-01-01,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000184,other_liability,60401,33073514.507198665,RUB,2024-12-30,2025-02-07,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000185,other_liability,60401,598903.0774745117,RUB,2024-12-24,2025-03-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000186,other_liability,60302,4248031.232676942,RUB,2024-11-15,2025-09-26,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000187,other_liability,60303,7429782.637017221,RUB,2024-12-25,2025-01-20,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000188,other_liability,60401,14648757.740775114,RUB,2024-10-25,2026-10-05,,,,2024-12-31,other,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000189,other_liability,60302,6710375.652598566,RUB,2024-12-27,2025-02-02,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000190,other_liability,60401,219103.87914289584,RUB,2024-12-18,2025-02-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000191,other_liability,60303,326102.5450389678,RUB,2024-12-25,2025-03-11,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000192,other_liability,60302,332087.2946175612,RUB,2024-12-31,2025-02-08,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000193,other_liability,60401,2897780.2673905846,RUB,2024-09-29,2025-10-31,,,,2024-12-31,other,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000194,other_liability,60401,9497327.967263386,RUB,2024-12-07,2025-10-07,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000195,other_liability,60302,3482540.872862661,RUB,2024-12-28,2025-01-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000196,other_liability,60303,3848956.8386127795,RUB,2024-12-24,2025-02-14,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000197,other_liability,60401,500000.0,RUB,2024-11-16,2025-07-04,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000198,other_liability,60401,1219841.5071095908,RUB,2024-12-29,2025-01-18,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000199,other_liability,60302,14144.754243569438,USD,2024-12-29,2025-01-17,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000200,other_liability,60303,2046128.5393615721,RUB,2024-12-27,2025-03-08,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000201,other_liability,60303,707149.5643250665,RUB,2024-09-28,2026-03-23,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000202,other_liability,60302,1177093.2312824489,RUB,2024-12-26,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000203,other_liability,60302,1035188.678489242,RUB,2024-12-31,2025-01-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000204,other_liability,60302,1857455.5089024112,RUB,2024-12-23,2025-01-26,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000205,other_liability,60303,2977057.8197577423,RUB,2024-12-31,2025-01-12,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000206,other_liability,60303,939438.0542399662,RUB,2024-12-19,2025-09-13,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000207,other_liability,60401,1890094.290345792,RUB,2024-10-20,2025-08-11,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000208,other_liability,60302,52476529.0205635,RUB,2024-12-21,2025-01-27,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000209,other_liability,60302,953245.6307626697,RUB,2024-12-30,2025-01-23,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000210,other_liability,60401,323961.67650104826,RUB,2024-12-17,2025-02-06,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000211,other_liability,60303,10637737.026545808,RUB,2024-12-26,2025-01-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000212,other_liability,60303,287314.1747916004,RUB,2024-12-27,2025-01-24,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000213,other_liability,60303,3127976.3498258744,RUB,2024-09-03,2026-08-16,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000214,other_liability,60303,500000.0,RUB,2024-11-28,2026-02-02,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000215,other_liability,60302,8037368.36115593,RUB,2024-12-11,2026-12-09,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000216,other_liability,60302,59720102.21400955,RUB,2024-12-31,2025-01-31,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000217,other_liability,60303,32621772.19769933,RUB,2024-12-24,2025-02-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000218,other_liability,60401,4031869.95904751,RUB,2024-12-29,2025-01-18,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000219,other_liability,60303,3804127.6843122835,RUB,2024-12-31,2025-03-02,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000220,other_liability,60401,81153.93152536369,RUB,2024-12-29,2025-01-06,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000221,other_liability,60401,654585.5764950736,RUB,2024-12-15,2025-02-28,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000222,other_liability,60401,1597796.4934684867,RUB,2024-12-31,2025-01-15,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000223,other_liability,60303,3615689.9090546216,RUB,2024-12-22,2025-03-06,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000224,other_liability,60303,802100.7902605463,RUB,2024-12-07,2025-03-05,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000225,other_liability,60401,30944187.248304583,RUB,2024-12-30,2025-10-18,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000226,other_liability,60401,128784228.80551821,RUB,2024-10-19,2025-08-28,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000227,other_liability,60401,98886.32767283473,RUB,2024-12-26,2025-01-24,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000228,other_liability,60401,2105007.2200151016,RUB,2024-12-07,2025-10-26,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000229,other_liability,60401,1318501.168693832,RUB,2024-12-31,2025-01-02,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000230,other_liability,60302,14581029.39966916,RUB,2024-11-14,2026-02-16,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000231,other_liability,60401,3541789.9730600864,RUB,2024-08-02,2026-07-26,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000232,other_liability,60303,441774.63314187736,RUB,2024-12-22,2025-02-01,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000233,other_liability,60302,56530835.30478025,RUB,2024-10-25,2025-09-01,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000234,other_liability,60401,592506292.4152277,RUB,2024-12-14,2026-03-18,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000235,other_liability,60401,23162.367752452214,RUB,2024-12-26,2025-02-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000236,other_liability,60302,1604262.2758005995,RUB,2024-12-13,2025-03-10,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000237,other_liability,60302,444262.570928949,RUB,2024-12-16,2025-02-14,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000238,other_liability,60302,9145678.300966622,RUB,2024-08-07,2026-03-27,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000239,other_liability,60303,1586093.8975401223,RUB,2024-12-30,2025-01-28,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000240,other_liability,60303,108452968.98282796,RUB,2024-11-30,2025-11-02,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000241,other_liability,60303,2000944.7859530265,RUB,2024-12-23,2025-03-07,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000242,other_liability,60302,25168.712085281648,USD,2024-12-29,2025-02-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000243,other_liability,60303,852893.4133893752,RUB,2024-12-27,2025-02-27,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000244,other_liability,60401,4765265.3919867035,RUB,2024-12-30,2025-02-12,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000245,other_liability,60401,14859134.711100193,RUB,2024-09-26,2025-12-27,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000246,other_liability,60302,8646227.427185671,RUB,2024-10-31,2026-05-18,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000247,other_liability,60401,5530820.604728704,RUB,2024-10-13,2025-07-25,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000248,other_liability,60401,42786417.33716051,RUB,2024-08-12,2026-07-27,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000249,other_liability,60401,1812589.1871833655,RUB,2024-12-31,2025-01-07,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000250,other_liability,60303,9756497.82899862,RUB,2024-12-01,2025-09-17,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000251,other_liability,60401,1299767.5318750085,RUB,2024-12-30,2025-03-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000252,other_liability,60401,36339519.874900624,RUB,2024-12-23,2025-02-14,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000253,other_liability,60302,371096.87044745975,RUB,2024-12-31,2025-01-05,,,,2024-12-31,payroll,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000254,other_liability,60401,317920.8847274399,RUB,2024-12-25,2025-02-15,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000255,other_liability,60302,50000.0,RUB,2024-12-28,2025-01-10,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000256,other_liability,60303,535766.8734053742,RUB,2024-12-25,2025-02-05,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000257,other_liability,60302,406373.64778108324,RUB,2024-12-28,2025-01-13,,,,2024-12-31,payroll,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000258,other_liability,60401,8077086.740643578,RUB,2024-10-11,2025-10-25,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000259,other_liability,60401,32407.558627679944,USD,2024-12-27,2025-01-12,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000260,other_liability,60302,63918.9377373192,RUB,2024-12-26,2025-01-20,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000261,other_liability,60303,684887.7429031149,RUB,2024-12-30,2025-01-05,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000262,other_liability,60401,2405996.8354374496,RUB,2024-12-25,2025-01-20,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000263,other_liability,60401,4359970.979252471,RUB,2024-11-29,2025-06-20,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000264,other_liability,60302,594775.8307923962,RUB,2024-10-31,2026-02-01,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000265,other_liability,60401,124418.2713686111,RUB,2024-12-30,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000266,other_liability,60303,4278922.065475318,RUB,2024-12-30,2025-03-11,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000267,other_liability,60401,11338134.827214772,RUB,2024-10-05,2025-10-23,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000268,other_liability,60401,2950977.2016032855,RUB,2024-10-28,2025-09-08,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000269,other_liability,60303,44735717.64567262,RUB,2024-12-25,2025-01-25,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000270,other_liability,60401,3261163.8433016636,RUB,2024-12-28,2025-07-12,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000271,other_liability,60303,191930.6782954247,RUB,2024-12-30,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000272,other_liability,60303,1065322.1605163852,RUB,2024-12-31,2025-01-26,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000273,other_liability,60401,474506.88703618856,RUB,2024-12-31,2025-01-03,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000274,other_liability,60401,7420.084361971626,USD,2024-12-27,2025-01-15,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000275,other_liability,60303,807612.3793185797,RUB,2024-10-05,2026-08-13,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000276,other_liability,60302,718446.6955517833,RUB,2024-12-25,2025-01-21,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000277,other_liability,60401,3974838.8759081233,RUB,2024-12-28,2025-01-10,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000278,other_liability,60303,1486428.5775327901,RUB,2024-12-31,2025-01-12,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000279,other_liability,60302,391156.19730218,RUB,2024-10-20,2025-08-09,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000280,other_liability,60401,10160141.91638849,RUB,2024-12-11,2025-02-21,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000281,other_liability,60303,3320554.8866923824,RUB,2024-12-28,2025-01-12,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000282,other_liability,60401,4405032.498782092,RUB,2024-12-13,2025-02-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000283,other_liability,60401,80509129.27726524,RUB,2024-11-04,2025-07-22,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000284,other_liability,60303,646530.5290681882,RUB,2024-12-16,2026-09-25,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000285,other_liability,60303,660716.1593085832,RUB,2024-12-31,2025-01-19,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000286,other_liability,60401,4689333.154719742,RUB,2024-10-19,2025-10-10,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000287,other_liability,60302,129745.8506723492,RUB,2024-12-26,2025-02-11,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000288,other_liability,60303,46287.53612079526,RUB,2024-12-17,2025-02-07,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000289,other_liability,60302,1720754.4550782843,RUB,2024-12-19,2025-02-11,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000290,other_liability,60303,492565.95630382356,RUB,2024-12-31,2025-01-03,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000291,other_liability,60401,61096125.94013102,RUB,2024-11-26,2026-11-08,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000292,other_liability,60401,4988360.956373685,RUB,2024-12-06,2025-09-22,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000293,other_liability,60303,235946.9878022823,RUB,2024-12-25,2025-01-27,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000294,other_liability,60302,8310711.10180276,RUB,2024-12-22,2025-03-03,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000295,other_liability,60302,2340510.370073102,RUB,2024-12-29,2025-03-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000296,other_liability,60401,1356869.3152010262,RUB,2024-11-06,2025-07-22,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000297,other_liability,60303,1807249.1183926202,RUB,2024-11-25,2026-07-07,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000298,other_liability,60401,6760575.838974639,RUB,2024-10-05,2026-01-11,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000299,other_liability,60302,246893533.84761512,RUB,2024-11-02,2025-07-30,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000300,other_liability,60302,1953422.8725238843,RUB,2024-12-30,2025-01-15,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000301,other_liability,60401,20625173.931947615,RUB,2024-12-29,2025-08-23,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000302,other_liability,60401,167672.77905309538,RUB,2024-12-28,2025-01-10,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000303,other_liability,60302,158666069.98670733,RUB,2024-12-07,2026-05-17,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000304,other_liability,60401,3008230.1632571826,RUB,2024-12-31,2025-02-04,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000305,other_liability,60303,4644164.716687646,RUB,2024-12-19,2025-07-11,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000306,other_liability,60302,1042830.2763585657,RUB,2024-09-10,2026-01-25,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000307,other_liability,60303,5671020.871068895,RUB,2024-12-27,2025-01-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000308,other_liability,60401,1787654.5510385118,RUB,2024-12-26,2025-01-14,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000309,other_liability,60303,610864588.2250693,RUB,2024-09-20,2026-03-13,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000310,other_liability,60303,610654.9133369799,RUB,2024-12-29,2025-01-29,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000311,other_liability,60302,1937430.1020375367,RUB,2024-12-26,2025-01-20,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000312,other_liability,60401,26245201.82930547,RUB,2024-12-28,2025-03-02,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000313,other_liability,60401,1877922.4675430907,RUB,2024-12-30,2025-01-20,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000314,other_liability,60302,2036209.518320917,RUB,2024-12-26,2025-02-15,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000315,other_liability,60302,7871627.241276616,RUB,2024-12-20,2025-02-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000316,other_liability,60302,916498.8489138781,RUB,2024-12-30,2025-02-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000317,other_liability,60302,18592880.493949205,RUB,2024-12-26,2025-01-18,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000318,other_liability,60303,2849238.3908607354,RUB,2024-12-17,2025-03-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
